country,search_keyword,title,company,location,salary_min,salary_max,contract_type,created,description,url,skill_python,skill_sql,skill_power_bi,skill_excel,skill_tableau,skill_spark,skill_airflow,skill_snowflake,skill_aws,skill_azure,skill_r,skill_sas
fr,data analyst,Data analyste et développement (H/F) (Intérim),MANPOWER FRANCE,"Toulouse 14e Canton, Toulouse",,,contract,2026-06-11 16:04:34+00:00,"acteur majeur du marché de l’emploi depuis 1957, manpower france regroupe aujourd’hui 3 900 collaborateurs qui accompagnent chaque jour près de 70 000 salariés intérimaires, au sein des 40 000 entreprises clientes. manpower s’appuie sur 700 agences d’intérim, 80 cabinets de recrutement généralistes et 50 cabinets experts partout en france pour mettre en adéquation les besoins en recrutement des entreprises avec les candidats en recherche d’un emploi. faites confiance à manpower, votre partenair…",https://www.adzuna.fr/land/ad/5760031131?se=5GyfEa908RGpTcCyz6jaTQ&utm_medium=api&utm_source=6c368b7e&v=B00BD16FCCCAC40ABD3B99083D209AD95A670CB2,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Product Data Analyst H/F (CDI),Mercato de l'emploi,"Pyrénées-Orientales, Occitanie",,,permanent,2026-06-13 00:19:41+00:00,"rejoignez un acteur adtech en forte croissance ! mon client développe des solutions publicitaires innovantes, transparentes et responsables qui permettent aux éditeurs numériques de maximiser leurs revenus tout en préservant l'expérience utilisateur. dans un contexte où les médias doivent relever de nombreux défis (monétisation, fidélisation des audiences, performance publicitaire, disparition des cookies tiers), mon client propose une plateforme tout-en-un qui simplifie et optimise la gestion …",https://www.adzuna.fr/land/ad/5761835966?se=5GyfEa908RGpTcCyz6jaTQ&utm_medium=api&utm_source=6c368b7e&v=B500F485BAD0790352E961E7B1F8EB75E80B569C,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Data Analyst,RED Global,"Paris, Ile-de-France",,,contract,2026-06-27 02:49:48+00:00,"data analyst - 6 months - paris, france (hybrid) red global is currently supporting an end client in their search for a data analyst to join their data and analytics team on a hybrid contract based in paris. the successful candidate will work closely with business stakeholders and data engineers to design and deliver power bi reporting solutions, supporting data-driven decision making within an agile environment. * start : asap * duration : 6 months (potential extension) * location : paris, fra…",https://www.adzuna.fr/details/5778408182?utm_medium=api&utm_source=6c368b7e,False,False,True,False,False,False,False,False,False,False,False,False
fr,data analyst,Data analyst,Homa,"Paris, Ile-de-France",,,,2026-04-24 19:53:14+00:00,"homa is a global mobile game developer and publisher creating games people love. we partner with studios and internally develop games, having launched over 80 titles, reached over 2 billion downloads, and seen our game all in hole break into the global top-50 grossing charts. these are milestones, not the finish line. with deep expertise in product and technology, we built homa lab, our proprietary platform that gives developers the market intelligence, data tools, and game tech, with ai built-…",https://www.adzuna.fr/details/5709459780?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Data Analyst (Entry-Level / Junior),Pixel Media,"Paris, Ile-de-France",,,,2026-06-20 12:22:55+00:00,"data analyst (entry-level / junior) role description support business and operational decision-making by collecting, organizing, analyzing, and interpreting data from various sources. develop and maintain reports, dashboards, and data visualizations that provide stakeholders with actionable insights into business performance, trends, and key performance indicators. perform data validation, cleansing, and quality assurance activities to ensure the accuracy, consistency, and reliability of datase…",https://www.adzuna.fr/land/ad/5770538547?se=5GyfEa908RGpTcCyz6jaTQ&utm_medium=api&utm_source=6c368b7e&v=BF2AED538E07CF9945EDF5DE309ABE283D01A8FB,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Business Data Analyst (H/F),Lokad,"Paris, Ile-de-France",,,,2026-06-11 11:57:47+00:00,"notre équipe de business analysts s’agrandit ! rejoignez une entreprise en pleine croissance qui est toujours à la recherche de personnes capables de se développer avec la société et dans un environnement international. ce poste est un excellent point d'entrée pour une carrière chez lokad, ou dans l'analyse de données en général. lokad aide les entreprises de différents secteurs (aéronautique, mode, automobile, e-commerce) à prévoir et à prendre des décisions concernant leurs stocks. la majorit…",https://www.adzuna.fr/land/ad/5759790403?se=5GyfEa908RGpTcCyz6jaTQ&utm_medium=api&utm_source=6c368b7e&v=49BDE37EF0B771E943C9234561518A2EBE7B1A0A,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Lead Data Analyst H/F,Ecomaison,"Paris, Ile-de-France",,,,2026-06-20 12:13:58+00:00,"qui sommes-nous ? ecomaison est un éco-organisme engagé et innovant , acteur clé de la transition écologique et de l’économie circulaire. nous œuvrons chaque jour pour la collecte, le recyclage, le réemploi et la valorisation des déchets issus de l’ameublement, du bricolage, du jardinage, du jeu et jouet, et du bâtiment, dans le cadre de la responsabilité élargie des producteurs (rep) . de la collecte jusqu’au réemploi des matières, nous concevons et pilotons l’ensemble des solutions permettant…",https://www.adzuna.fr/land/ad/5770522112?se=5GyfEa908RGpTcCyz6jaTQ&utm_medium=api&utm_source=6c368b7e&v=FC426190135ED9370CF3DD85AFD47C39E2B6F64B,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Data Analyst,Capijobnew,France,,,,2026-06-12 22:34:05+00:00,"l’entreprisec’est une startup pépite lyonnaise qui révolutionne dans le domaine de la gestion de trésorerie. en moins de 5 ans, elle est devenue l’une des scale-up les plus rapides d’europe, avec plus de 3500 clients et une croissance du ca de plus de 900 %.rapide et intuitive, leur solution saas permet aux dirigeants et entrepreneurs d’automatiser leurs prévisions et leur suivi de trésorerie. leur ambition est de devenir la solution globale de gestion financière pour les pme en europe.grâce à …",https://www.adzuna.fr/details/5761603839?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,Data Analyst,Grohe R.L.,"La Défense, Courbevoie",900.0,1400.0,,2026-04-10 22:30:26+00:00,"data analyst à propos de grohe grohe est une marque mondiale leader dans les solutions complètes de salle de bains et de robinetterie de cuisine, dont la vocation est de fournir des produits sanitaires innovants qui procurent un « pure freude an wasser ». technologie, qualité, design et respect de l’environnement sont les valeurs qui illustrent l’engagement de grohe à créer des expériences d’exception. les activités de conception, d’ingénierie, de recherche et développement étant réalisées en a…",https://www.adzuna.fr/details/5695939878?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,data analyst,DATA ANALYST,Fed Group,"Créteil, Val-de-Marne",65000.0,70000.0,permanent,2026-06-13 04:10:14+00:00,"fed finance cabinet de recrutement spécialisé recherche pour une banque de renom un : data analyst fed finance cabinet de recrutement spécialisé recherche pour une banque de renom en pleine croissance rattaché au responsable du contrôle de gestion, vos principales missions seront les suivantes : - extraction et recueil des données financières pertinentes (pnb) ; - traitement et analyse des données; - mise en place des tableaux de bord pour les différentes équipes ; - recommandations aux manager…",https://www.adzuna.fr/details/5761928940?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
